record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp,price_msp_gap,below_supplied_msp,date_status,mandi_id_status,district_status,msp_comparison_status,source_record_id,source_date,source_mandi_id,source_district,source_crop_name,source_min_price,source_max_price,source_modal_price,source_msp
PR003674,2026-07-06,MANDI007,Amritsar,Maize,2082.2,2255.27,2168.74,2090.0,78.73999999999978,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR003674,06/07/2026,MANDI-007,Ludhiana,corn,2082.2,2255.27,"2,168.74/-",2090
PR008459,2026-03-13,MANDI013,Patiala,Mustard,5603.0,6943.06,6273.1,5650.0,623.1000000000004,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR008459,2026-03-13,MANDI013,Amritsar,सरसों,"INR 5,603","6,943.06/-",6273.1,5650
PR011113,2026-01-31,MANDI009,Jalandhar,Cotton,6597.73,7140.97,6869.0,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR011113,2026/01/31,MANDI009,Kurukshetra,कपास,6597.73,7140.97,"INR 6,869",
PR007409,2026-05-17,MANDI055,Bareilly,Cotton,6124.0,7060.0,6592.0,6620.0,-28.0,True,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR007409,17.05.2026,MANDI055,NA,Narma,"Rs. 6,124","INR 7,060","INR 6,592",6620
PR002522,2026-04-26,MANDI039,NA,Maize,2073.110660850932,2214.48,2144.0,2090.0,54.0,False,Parsed: unambiguous,Matched,Unresolved: district missing in master,Compared: common basis implied by challenge,PR002522,04-26-2026,M039,Bathinda,corn,2073.110660850932,"2,214.48/-","Rs. 2,144",2090
PR007850,2026-08-04,MANDI018,MOGA,Rice,1969.0,2243.0,2106.0,2183.0,-77.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007850,2026-08-04,M018,Amritsar,Rice,"Rs. 1,969","Rs. 2,243","INR 2,106","₹2,183.00"
PR009759,2026-04-05,MANDI026,Hisar,Cotton,6536.0,7505.91,7020.93,6620.0,400.9300000000003,False,Parsed: assumed format by separator,Matched,Recoverable from master,Compared: common basis implied by challenge,PR009759,04-05-2026,MANDI026,NA,Cotton,"Rs. 6,536","₹7,505.91",7020.93,"6,620.00/-"
PR005688,2026-01-16,MANDI025,karnal,Wheat,2122.0,2299.0,2210.13,2275.0,-64.86999999999989,True,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR005688,16-Jan-2026,MANDI025,NA,WHEAT,"Rs. 2,122","INR 2,299","2,210.13/-",2275
PR007256,2026-06-14,MANDI026,Hisar,Wheat,2083.567279859126,2310.0,2197.03,2275.0,-77.9699999999998,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007256,14/06/2026,mandi026,Amritsar,wheat,2083.567279859126,"INR 2,310",2197.03,2275
PR004249,2026-01-21,MANDI039,NA,Sugarcane,3643.0,3927.7,3785.0,3500.0,285.0,False,Parsed: unambiguous,Matched,Unresolved: district missing in master,Compared: common basis implied by challenge,PR004249,21-Jan-2026,mandi_039,Hisar,Sugarcane,"Rs. 3,643",3927.7,"INR 3,785","₹3,500.00"
PR011854,2026-02-22,MANDI007,Amritsar,Wheat,2191.0,2395.27,2292.95,2275.0,17.949999999999818,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR011854,2026-02-22,MANDI007,Ludhiana,Wheat,"INR 2,191","₹2,395.27",2292.95,"INR 2,275"
PR010172,2026-04-22,MANDI055,Bareilly,Maize,2154.0,2422.594776733022,NA,2090.0,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing modal price,PR010172,22/04/2026,mandi_055,Kurukshetra,Makka,"INR 2,154",2422.594776733022,,"₹2,090.00"
PR011080,2026-03-03,MANDI010,Jalandhar,Mustard,5608.0,6593.258625028753,6100.47,5650.0,450.47000000000025,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR011080,03-Mar-2026,MANDI010,Bathinda,mustard,"INR 5,608",6593.258625028753,"₹6,100.47","INR 5,650"
PR005169,2026-02-01,MANDI001,ludhiana,Maize,2046.76,2539.0,2293.0,2090.0,203.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR005169,2026-02-01,001,Amritsar,Makki,2046.76,"Rs. 2,539","INR 2,293",2090
PR011324,2026-07-24,MANDI010,Jalandhar,Wheat,1935.0,2058.92,1997.0,2275.0,-278.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR011324,24/07/2026,MANDI010,Sirsa,गेहूं,"Rs. 1,935",2058.92,"INR 1,997","2,275.00/-"
PR009428,2026-03-09,MANDI025,karnal,Cotton,5982.16,7110.73,6546.44,6620.0,-73.5600000000004,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR009428,09-Mar-2026,mandi_025,Sirsa,कपास,"₹5,982.16","₹7,110.73",6546.44,6620
PR010963,2026-07-29,MANDI007,Amritsar,Cotton,6893.13,7345.59,7119.36,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR010963,29.07.2026,MANDI007,Kurukshetra,Kapas,"₹6,893.13","₹7,345.59","7,119.36/-",
PR006296,2026-06-17,MANDI025,karnal,Wheat,2012.49,2270.69,2141.59,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR006296,17.06.2026,MANDI025,Moga,GEHUN,2012.49,"₹2,270.69","2,141.59/-",
PR002318,2026-08-30,MANDI009,Jalandhar,Cotton,6841.46,8209.48,7525.0,6620.0,905.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002318,30.08.2026,MANDI009,Kurukshetra,Kapas,6841.46,"₹8,209.48","INR 7,525","INR 6,620"
PR006691,2026-01-05,NA,NA,Maize,1822.42,NA,2042.0,2090.0,-48.0,True,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR006691,2026-01-05,NA,Kurukshetra,Corn,"1,822.42/-",,"INR 2,042","2,090.00/-"
PR000583,2026-08-15,MANDI031,Sirsa,Wheat,2054.0,2405.85,2229.81,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR000583,15.08.2026,M031,Moga,GEHUN,"Rs. 2,054","₹2,405.85",2229.81,
PR010629,2026-02-03,MANDI013,Patiala,Rice,2285.61,2772.65,2529.1287412727083,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR010629,2026/02/03,MANDI013,Fatehabad,Dhaan,"2,285.61/-","₹2,772.65",2529.1287412727083,
PR002083,2026-02-19,MANDI030,Sirsa,Rice,2137.1,2298.51,2217.8,2183.0,34.80000000000018,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002083,2026-02-19,MANDI030,Hisar,Dhaan,"2,137.10/-",2298.51,"2,217.80/-","INR 2,183"
PR011929,2026-01-03,MANDI027,Hisar,Cotton,5915.36,7294.0,6604.563591265893,6620.0,-15.436408734107317,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR011929,03/01/2026,MANDI-027,Sirsa,कपास,5915.36,"INR 7,294",6604.563591265893,6620
PR000044,2026-06-24,MANDI051,Saharanpur,Cotton,6143.37,6490.760551210566,6317.0,6620.0,-303.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000044,2026-06-24,MANDI051,Fatehabad,Kapas,6143.37,6490.760551210566,"INR 6,317","Rs. 6,620"
PR002745,2026-05-28,NA,NA,Maize,2095.99,2342.0,2219.0,2090.0,129.0,False,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR002745,2026/05/28,NA,Sirsa,Makka,"₹2,095.99","Rs. 2,342","INR 2,219","₹2,090.00"
PR006240,2026-08-04,MANDI051,Saharanpur,Cotton,6615.0,7238.0,6926.65,6620.0,306.64999999999964,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR006240,04.08.2026,MANDI051,Karnal,Narma,"INR 6,615","Rs. 7,238","6,926.65/-",6620
PR007990,2026-01-03,NA,NA,Cotton,5918.89,6220.780918942803,6069.84,NA,NA,NA,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Unavailable: missing MSP,PR007990,2026/01/03,NA,Ambala,cotton,"5,918.89/-",6220.780918942803,"₹6,069.84",
PR000848,2026-02-05,MANDI030,Sirsa,Cotton,NA,7791.0,7085.54,6620.0,465.53999999999996,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR000848,2026-02-05,mandi030,,कपास,,"Rs. 7,791",7085.54,"₹6,620.00"
PR011730,2026-02-11,MANDI053,Saharanpur,Sugarcane,3408.51,4027.7,NA,NA,NA,NA,Parsed: assumed format by separator,Matched,Conflicts with master,Unavailable: missing modal price,PR011730,11/02/2026,MANDI053,Amritsar,गन्ना,"3,408.51/-",4027.7,,
PR004471,2026-03-13,MANDI033,AMBALA,Rice,NA,2486.31,2352.0,2183.0,169.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR004471,03-13-2026,MANDI-033,Karnal,Chawal,,"2,486.31/-","Rs. 2,352","₹2,183.00"
PR002046,2026-01-11,MANDI016,Bathinda,Wheat,2064.48,2502.0,2283.23,2275.0,8.230000000000018,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002046,11.01.2026,MANDI016,Amritsar,Wheat,2064.48,"INR 2,502","₹2,283.23","Rs. 2,275"
PR001609,2026-01-24,MANDI034,Ambala,Maize,2140.22,2630.66,2385.0,2090.0,295.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR001609,24-Jan-2026,MANDI034,Jalandhar,corn,2140.22,"₹2,630.66","INR 2,385",2090
PR004034,2026-06-10,MANDI051,Saharanpur,Maize,2056.42,2206.73,2131.57,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR004034,10-Jun-2026,mandi051,Fatehabad,corn,2056.42,2206.73,"₹2,131.57",
PR009546,2026-06-18,MANDI031,Sirsa,Sugarcane,3443.55,3628.46,3536.0,3500.0,36.0,False,Parsed: unambiguous,Matched,Agrees with master,Compared: common basis implied by challenge,PR009546,2026/06/18,MANDI031,Sirsa,Ganna,"₹3,443.55",3628.46,"Rs. 3,536",3500
PR004604,2026-06-24,MANDI054,Saharanpur,Sugarcane,3365.0,4155.0,3760.31,3500.0,260.30999999999995,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR004604,24/06/2026,MANDI-054,Ferozepur,गन्ना,"INR 3,365","INR 4,155",3760.31,"₹3,500.00"
PR011039,2026-02-08,NA,NA,Wheat,2278.89,2615.412866109932,2447.0,2275.0,172.0,False,Parsed: assumed format by separator,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR011039,02-08-2026,NA,Sirsa,WHEAT,"2,278.89/-",2615.412866109932,"INR 2,447",2275
PR000236,2026-07-26,MANDI057,Bareilly,Rice,2066.0,2527.0,2296.4863034749033,2183.0,113.48630347490325,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR000236,26-Jul-2026,mandi_057,NA,धान,"INR 2,066","Rs. 2,527",2296.4863034749033,"Rs. 2,183"
PR007051,2026-06-14,MANDI030,Sirsa,Sugarcane,3360.0,3780.81,3570.16,3500.0,70.15999999999985,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007051,14.06.2026,MANDI030,Bathinda,गन्ना,"Rs. 3,360",3780.81,"3,570.16/-","INR 3,500"
PR006506,2026-06-12,MANDI004,Ludhiana,Sugarcane,3004.0,3340.64,3172.14,3500.0,-327.8600000000001,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR006506,2026/06/12,MANDI-004,Ferozepur,Ganna,"Rs. 3,004",3340.64,3172.14,"INR 3,500"
PR002140,2026-03-15,MANDI026,Hisar,Mustard,5027.22,6036.0,5532.0,5650.0,-118.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002140,2026/03/15,M026,Fatehabad,Sarson,"₹5,027.22","₹6,036.00","Rs. 5,532",5650
PR004853,2026-01-26,MANDI031,Sirsa,Mustard,4805.067744542594,5315.0,5060.0,5650.0,-590.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR004853,2026-01-26,MANDI031,Ludhiana,Mustard,4805.067744542594,"Rs. 5,315","Rs. 5,060",5650
PR006680,2026-06-03,MANDI028,Hisar,Mustard,5549.72,6032.134230796534,5790.93,NA,NA,NA,Parsed: assumed format by separator,Matched,Conflicts with master,Unavailable: missing MSP,PR006680,06-03-2026,MANDI028,Ferozepur,mustard,5549.72,6032.134230796534,5790.93,
PR003652,2026-04-30,MANDI020,Ferozepur,Cotton,6684.37,7972.45,7328.41,6620.0,708.4099999999999,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR003652,30/04/2026,MANDI-020,Patiala,Cotton,"₹6,684.37","₹7,972.45",7328.41,6620
PR002224,2026-02-19,MANDI002,Ludhiana,Mustard,5201.48,5634.07,5417.78,5650.0,-232.22000000000025,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002224,02-19-2026,MANDI002,Jalandhar,mustard,5201.48,"₹5,634.07","₹5,417.78","INR 5,650"
PR002005,2026-04-28,MANDI020,Ferozepur,Maize,2061.0,NA,2253.0,2090.0,163.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002005,04-28-2026,MANDI020,Sirsa,corn,"INR 2,061",,"Rs. 2,253","Rs. 2,090"
PR000226,2026-03-31,MANDI003,Ludhiana,Wheat,1984.3,2170.85,2077.57,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR000226,31/03/2026,mandi003,Moga,Wheat,"₹1,984.30",2170.85,2077.57,
PR004590,2026-04-30,MANDI028,Hisar,Sugarcane,3186.6,3757.0,NA,3500.0,NA,NA,Parsed: unambiguous,Matched,Recoverable from master,Unavailable: missing modal price,PR004590,2026/04/30,mandi028,NA,Ganna,3186.6,"INR 3,757",,3500
PR009577,2026-07-25,MANDI021,Ferozepur,Cotton,6927.4445293759545,8311.22,7619.0,6620.0,999.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR009577,25-Jul-2026,MANDI021,Moga,Narma,6927.4445293759545,8311.22,"Rs. 7,619","Rs. 6,620"
PR001608,2026-03-01,MANDI024,Karnal,Sugarcane,3616.36,4261.13,3939.0,3500.0,439.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR001608,01-Mar-2026,MANDI-024,Jalandhar,गन्ना,"₹3,616.36",4261.13,"INR 3,939","INR 3,500"
PR002489,2026-08-03,MANDI023,KARNAL,Sugarcane,3273.0,3909.21,3591.0,3500.0,91.0,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002489,03.08.2026,MANDI-023,Moga,Ganne,"Rs. 3,273",3909.21,"Rs. 3,591","₹3,500.00"
PR000504,2026-03-18,MANDI014,Patiala,Maize,1957.84,2423.8871228164,2191.0,2090.0,101.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000504,18-Mar-2026,mandi014,Amritsar,corn,1957.84,2423.8871228164,"Rs. 2,191","2,090.00/-"
PR001890,2026-07-02,MANDI028,Hisar,Wheat,2036.64,NA,2091.41,2275.0,-183.59000000000015,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR001890,2026/07/02,mandi028,Ludhiana,Gehun,2036.64,,2091.41,2275
PR002980,2026-07-29,NA,NA,Mustard,5424.163683455497,6609.0,6016.6169968719205,5650.0,366.6169968719205,False,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR002980,2026-07-29,NA,Jalandhar,mustard,5424.163683455497,"INR 6,609",6016.6169968719205,"5,650.00/-"
PR009252,2026-04-30,MANDI029,SIRSA,Maize,1934.0,2247.83,2091.1,2090.0,1.099999999999909,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR009252,2026-04-30,mandi_029,Fatehabad,Makki,"INR 1,934","₹2,247.83","₹2,091.10","INR 2,090"
PR009242,2026-09-05,MANDI045,Meerut,Cotton,6878.0,8405.93,7642.12,6620.0,1022.1199999999999,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR009242,05/09/2026,M045,Bathinda,Narma,"Rs. 6,878","₹8,405.93","₹7,642.12",6620
PR001308,2026-05-03,MANDI029,SIRSA,Wheat,2290.209445851762,2552.0,2421.0,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR001308,2026/05/03,MANDI029,Kurukshetra,Kanak,2290.209445851762,"INR 2,552","INR 2,421",
PR000637,2026-05-28,MANDI003,Ludhiana,Mustard,5920.03,6340.16,6130.093430885296,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR000637,2026/05/28,MANDI003,Kurukshetra,mustard,"₹5,920.03",6340.16,6130.093430885296,
PR004223,2026-03-12,MANDI022,Karnal,Maize,NA,2463.64022759973,2275.0,2090.0,185.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR004223,12-Mar-2026,mandi022,Ludhiana,Makka,,2463.64022759973,"Rs. 2,275","Rs. 2,090"
PR010582,2026-09-07,MANDI056,Bareilly,Mustard,5382.74,6334.56,5859.0,5650.0,209.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR010582,2026-09-07,MANDI056,Karnal,Mustard,"5,382.74/-",6334.56,"INR 5,859","5,650.00/-"
PR005452,2026-08-11,MANDI008,Amritsar,Rice,1976.73,2303.88,2140.3,2183.0,-42.69999999999982,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR005452,11-Aug-2026,M008,Hisar,paddy,1976.73,"2,303.88/-",2140.3,"₹2,183.00"
PR003549,2026-02-25,MANDI054,Saharanpur,Cotton,NA,7102.0,6419.0,6620.0,-201.0,True,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR003549,2026-02-25,MANDI054,,कपास,,"7,102.00/-","INR 6,419",6620
PR008338,2026-06-08,MANDI055,Bareilly,Wheat,NA,2421.0,2298.52,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR008338,08-Jun-2026,MANDI055,Ferozepur,Wheat,,"Rs. 2,421","2,298.52/-",
PR001244,2026-04-22,MANDI007,Amritsar,Mustard,5398.33,6391.76,5895.0,5650.0,245.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR001244,2026/04/22,MANDI-007,Bathinda,Sarso,5398.33,6391.76,"Rs. 5,895","₹5,650.00"
PR007355,2026-03-11,MANDI053,Saharanpur,Cotton,6453.277780320333,7731.09,7092.18,6620.0,472.1800000000003,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007355,11.03.2026,MANDI-053,Hisar,Cotton,6453.277780320333,"₹7,731.09",7092.18,"₹6,620.00"
PR002934,2026-05-12,MANDI048,muzaffarnagar,Sugarcane,3518.0,3857.0,3687.499733204211,3500.0,187.49973320421122,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR002934,2026-05-12,MANDI048,,गन्ना,"Rs. 3,518","Rs. 3,857",3687.499733204211,"Rs. 3,500"
PR011501,2026-08-05,MANDI031,Sirsa,Cotton,5991.5,7278.12,6634.810684331878,6620.0,14.810684331878292,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR011501,2026/08/05,mandi_031,Moga,कपास,"₹5,991.50",7278.12,6634.810684331878,"INR 6,620"
PR005946,2026-08-09,MANDI040,Fatehabad,Mustard,5535.0,6576.0,6055.12,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR005946,09-Aug-2026,MANDI040,Kurukshetra,सरसों,"Rs. 5,535","Rs. 6,576","₹6,055.12",
PR005488,2026-06-05,MANDI028,Hisar,Wheat,2245.73,2529.0,2387.52,NA,NA,NA,Parsed: assumed format by separator,Matched,Conflicts with master,Unavailable: missing MSP,PR005488,05/06/2026,M028,Bathinda,Gehun,"2,245.73/-","INR 2,529",2387.52,
PR006684,2026-08-02,MANDI032,NA,Mustard,5355.0,NA,5524.0,5650.0,-126.0,True,Parsed: assumed format by separator,Matched,Unresolved: district missing in master,Compared: common basis implied by challenge,PR006684,08-02-2026,mandi_032,Amritsar,Mustard,"INR 5,355",,"Rs. 5,524",5650
PR007714,2026-02-11,MANDI053,Saharanpur,Rice,2177.0,2658.38,2417.6895421918025,2183.0,234.6895421918025,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007714,2026-02-11,MANDI053,Ludhiana,Dhaan,"Rs. 2,177",2658.38,2417.6895421918025,"INR 2,183"
PR010078,2026-09-06,MANDI023,KARNAL,Sugarcane,3047.23365686395,3663.0,3355.0,NA,NA,NA,Parsed: assumed format by separator,Matched,Conflicts with master,Unavailable: missing MSP,PR010078,06.09.2026,mandi023,Amritsar,Sugarcane,3047.23365686395,"INR 3,663","Rs. 3,355",
PR000673,2026-08-28,MANDI005,Amritsar,Wheat,1982.06,2334.0,2157.89,2275.0,-117.11000000000013,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000673,08-28-2026,005,Patiala,गेहूं,"₹1,982.06","Rs. 2,334","₹2,157.89",2275
PR009955,2026-08-16,MANDI031,Sirsa,Cotton,NA,8079.09,7321.0,6620.0,701.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR009955,16-Aug-2026,031,Ludhiana,Narma,,"₹8,079.09","INR 7,321","₹6,620.00"
PR003795,2026-04-18,MANDI002,Ludhiana,Maize,1953.27,2361.7995377033108,2157.5346924841106,2090.0,67.53469248411056,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR003795,18/04/2026,MANDI002,Sirsa,Maize,1953.27,2361.7995377033108,2157.5346924841106,2090
